Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Single-KC)	Opportunity (Single-KC)	KC (field)	Opportunity (field)
303	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	12	done	11/21/2025 21:56:58	11/21/2025 21:56:58	11/21/2025 21:56:58	11/21/2025 21:56:58	correct	0	1	0	Single-KC	304	done	38
304	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	13	normalize_inputs	11/21/2025 21:57:00	11/21/2025 21:57:00	11/21/2025 21:57:00	11/21/2025 21:57:00	correct	0	1	0	Single-KC	305	normalize_inputs	39
305	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	13	classify_triangle	11/21/2025 21:57:01	11/21/2025 21:57:01	11/21/2025 21:57:01	11/21/2025 21:57:01	correct	0	1	0	Single-KC	306	classify_triangle	39
306	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	13	compute_unknown_by_cosine	11/21/2025 21:57:02	11/21/2025 21:57:02	11/21/2025 21:57:02	11/21/2025 21:57:02	correct	0	1	0	Single-KC	307	compute_unknown_by_cosine	17
307	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	13	backfill_with_sines_if_needed	11/21/2025 21:57:03	11/21/2025 21:57:03	11/21/2025 21:57:03	11/21/2025 21:57:03	correct	0	1	0	Single-KC	308	backfill_with_sines_if_needed	16
308	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	13	consistency_checks	11/21/2025 21:57:04	11/21/2025 21:57:04	11/21/2025 21:57:04	11/21/2025 21:57:04	correct	0	1	0	Single-KC	309	consistency_checks	39
309	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	13	report_solution	11/21/2025 21:57:05	11/21/2025 21:57:05	11/21/2025 21:57:05	11/21/2025 21:57:05	correct	0	1	0	Single-KC	310	report_solution	39
310	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	13	done	11/21/2025 21:57:06	11/21/2025 21:57:06	11/21/2025 21:57:06	11/21/2025 21:57:06	correct	0	1	0	Single-KC	311	done	39
311	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	13	normalize_inputs	11/21/2025 21:57:08	11/21/2025 21:57:08	11/21/2025 21:57:08	11/21/2025 21:57:08	correct	0	1	0	Single-KC	312	normalize_inputs	40
312	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	13	classify_triangle	11/21/2025 21:57:09	11/21/2025 21:57:09	11/21/2025 21:57:09	11/21/2025 21:57:09	correct	0	1	0	Single-KC	313	classify_triangle	40
313	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	13	apply_pythagorean	11/21/2025 21:57:10	11/21/2025 21:57:10	11/21/2025 21:57:10	11/21/2025 21:57:10	correct	0	1	0	Single-KC	314	apply_pythagorean	16
314	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	13	use_trig_ratios	11/21/2025 21:57:11	11/21/2025 21:57:11	11/21/2025 21:57:11	11/21/2025 21:57:11	correct	0	1	0	Single-KC	315	use_trig_ratios	20
315	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	13	consistency_checks	11/21/2025 21:57:12	11/21/2025 21:57:12	11/21/2025 21:57:12	11/21/2025 21:57:12	correct	0	1	0	Single-KC	316	consistency_checks	40
316	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	13	report_solution	11/21/2025 21:57:13	11/21/2025 21:57:13	11/21/2025 21:57:13	11/21/2025 21:57:13	correct	0	1	0	Single-KC	317	report_solution	40
317	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	13	done	11/21/2025 21:57:14	11/21/2025 21:57:14	11/21/2025 21:57:14	11/21/2025 21:57:14	correct	0	1	0	Single-KC	318	done	40
318	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	15	normalize_inputs	11/21/2025 21:57:16	11/21/2025 21:57:16	11/21/2025 21:57:16	11/21/2025 21:57:16	correct	0	1	0	Single-KC	319	normalize_inputs	41
319	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	15	classify_triangle	11/21/2025 21:57:17	11/21/2025 21:57:17	11/21/2025 21:57:17	11/21/2025 21:57:17	correct	0	1	0	Single-KC	320	classify_triangle	41
320	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	15	resolve_ssa_ambiguity	11/21/2025 21:57:18	11/21/2025 21:57:18	11/21/2025 21:57:18	11/21/2025 21:57:18	correct	0	1	0	Single-KC	321	resolve_ssa_ambiguity	16
321	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	15	compute_missing_angles	11/21/2025 21:57:19	11/21/2025 21:57:19	11/21/2025 21:57:19	11/21/2025 21:57:19	correct	0	1	0	Single-KC	322	compute_missing_angles	18
322	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	15	compute_missing_sides	11/21/2025 21:57:20	11/21/2025 21:57:20	11/21/2025 21:57:20	11/21/2025 21:57:20	correct	0	1	0	Single-KC	323	compute_missing_sides	18
323	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	15	consistency_checks	11/21/2025 21:57:21	11/21/2025 21:57:21	11/21/2025 21:57:21	11/21/2025 21:57:21	correct	0	1	0	Single-KC	324	consistency_checks	41
324	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	15	report_solution	11/21/2025 21:57:22	11/21/2025 21:57:22	11/21/2025 21:57:22	11/21/2025 21:57:22	correct	0	1	0	Single-KC	325	report_solution	41
325	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	15	done	11/21/2025 21:57:23	11/21/2025 21:57:23	11/21/2025 21:57:23	11/21/2025 21:57:23	correct	0	1	0	Single-KC	326	done	41
326	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	14	normalize_inputs	11/21/2025 21:57:25	11/21/2025 21:57:25	11/21/2025 21:57:25	11/21/2025 21:57:25	correct	0	1	0	Single-KC	327	normalize_inputs	42
327	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	14	classify_triangle	11/21/2025 21:57:26	11/21/2025 21:57:26	11/21/2025 21:57:26	11/21/2025 21:57:26	correct	0	1	0	Single-KC	328	classify_triangle	42
328	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	14	compute_unknown_by_cosine	11/21/2025 21:57:27	11/21/2025 21:57:27	11/21/2025 21:57:27	11/21/2025 21:57:27	correct	0	1	0	Single-KC	329	compute_unknown_by_cosine	18
329	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	14	backfill_with_sines_if_needed	11/21/2025 21:57:28	11/21/2025 21:57:28	11/21/2025 21:57:28	11/21/2025 21:57:28	correct	0	1	0	Single-KC	330	backfill_with_sines_if_needed	17
330	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	14	consistency_checks	11/21/2025 21:57:29	11/21/2025 21:57:29	11/21/2025 21:57:29	11/21/2025 21:57:29	correct	0	1	0	Single-KC	331	consistency_checks	42
331	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	14	report_solution	11/21/2025 21:57:30	11/21/2025 21:57:30	11/21/2025 21:57:30	11/21/2025 21:57:30	correct	0	1	0	Single-KC	332	report_solution	42
332	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	14	done	11/21/2025 21:57:31	11/21/2025 21:57:31	11/21/2025 21:57:31	11/21/2025 21:57:31	correct	0	1	0	Single-KC	333	done	42
333	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	16	normalize_inputs	11/21/2025 21:57:33	11/21/2025 21:57:33	11/21/2025 21:57:33	11/21/2025 21:57:33	correct	0	1	0	Single-KC	334	normalize_inputs	43
334	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	16	classify_triangle	11/21/2025 21:57:34	11/21/2025 21:57:34	11/21/2025 21:57:34	11/21/2025 21:57:34	correct	0	1	0	Single-KC	335	classify_triangle	43
335	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	16	resolve_ssa_ambiguity	11/21/2025 21:57:35	11/21/2025 21:57:35	11/21/2025 21:57:35	11/21/2025 21:57:35	correct	0	1	0	Single-KC	336	resolve_ssa_ambiguity	17
336	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	16	compute_missing_angles	11/21/2025 21:57:36	11/21/2025 21:57:36	11/21/2025 21:57:36	11/21/2025 21:57:36	correct	0	1	0	Single-KC	337	compute_missing_angles	19
337	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	16	compute_missing_sides	11/21/2025 21:57:37	11/21/2025 21:57:37	11/21/2025 21:57:37	11/21/2025 21:57:37	correct	0	1	0	Single-KC	338	compute_missing_sides	19
338	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	16	consistency_checks	11/21/2025 21:57:38	11/21/2025 21:57:38	11/21/2025 21:57:38	11/21/2025 21:57:38	correct	0	1	0	Single-KC	339	consistency_checks	43
339	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	16	report_solution	11/21/2025 21:57:39	11/21/2025 21:57:39	11/21/2025 21:57:39	11/21/2025 21:57:39	correct	0	1	0	Single-KC	340	report_solution	43
340	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	16	done	11/21/2025 21:57:40	11/21/2025 21:57:40	11/21/2025 21:57:40	11/21/2025 21:57:40	correct	0	1	0	Single-KC	341	done	43
341	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	14	normalize_inputs	11/21/2025 21:57:42	11/21/2025 21:57:42	11/21/2025 21:57:42	11/21/2025 21:57:42	correct	0	1	0	Single-KC	342	normalize_inputs	44
342	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	14	classify_triangle	11/21/2025 21:57:43	11/21/2025 21:57:43	11/21/2025 21:57:43	11/21/2025 21:57:43	correct	0	1	0	Single-KC	343	classify_triangle	44
343	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	14	apply_pythagorean	11/21/2025 21:57:44	11/21/2025 21:57:44	11/21/2025 21:57:44	11/21/2025 21:57:44	correct	0	1	0	Single-KC	344	apply_pythagorean	17
344	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	14	use_trig_ratios	11/21/2025 21:57:45	11/21/2025 21:57:45	11/21/2025 21:57:45	11/21/2025 21:57:45	correct	0	1	0	Single-KC	345	use_trig_ratios	21
345	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	14	consistency_checks	11/21/2025 21:57:46	11/21/2025 21:57:46	11/21/2025 21:57:46	11/21/2025 21:57:46	correct	0	1	0	Single-KC	346	consistency_checks	44
346	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	14	report_solution	11/21/2025 21:57:47	11/21/2025 21:57:47	11/21/2025 21:57:47	11/21/2025 21:57:47	correct	0	1	0	Single-KC	347	report_solution	44
347	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	14	done	11/21/2025 21:57:48	11/21/2025 21:57:48	11/21/2025 21:57:48	11/21/2025 21:57:48	correct	0	1	0	Single-KC	348	done	44
348	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	17	normalize_inputs	11/21/2025 21:57:50	11/21/2025 21:57:50	11/21/2025 21:57:59	11/21/2025 21:57:59	correct	0	2	0	Single-KC	349	normalize_inputs	45
349	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	17	classify_triangle	11/21/2025 21:57:51	11/21/2025 21:57:51	11/21/2025 21:58:00	11/21/2025 21:58:00	correct	0	2	0	Single-KC	350	classify_triangle	45
350	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	17	resolve_ssa_ambiguity	11/21/2025 21:57:52	11/21/2025 21:57:52	11/21/2025 21:58:01	11/21/2025 21:58:01	correct	0	2	0	Single-KC	351	resolve_ssa_ambiguity	18
351	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	17	compute_missing_angles	11/21/2025 21:57:53	11/21/2025 21:57:53	11/21/2025 21:58:02	11/21/2025 21:58:02	correct	0	2	0	Single-KC	352	compute_missing_angles	20
352	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	17	compute_missing_sides	11/21/2025 21:57:54	11/21/2025 21:57:54	11/21/2025 21:58:03	11/21/2025 21:58:03	correct	0	2	0	Single-KC	353	compute_missing_sides	20
353	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	17	consistency_checks	11/21/2025 21:57:55	11/21/2025 21:57:55	11/21/2025 21:58:04	11/21/2025 21:58:04	correct	0	2	0	Single-KC	354	consistency_checks	45
354	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	17	report_solution	11/21/2025 21:57:56	11/21/2025 21:57:56	11/21/2025 21:58:05	11/21/2025 21:58:05	correct	0	2	0	Single-KC	355	report_solution	45
355	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	17	done	11/21/2025 21:57:57	11/21/2025 21:57:57	11/21/2025 21:58:06	11/21/2025 21:58:06	correct	0	2	0	Single-KC	356	done	45
356	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	15	normalize_inputs	11/21/2025 21:58:08	11/21/2025 21:58:08	11/21/2025 21:58:24	11/21/2025 21:58:24	correct	0	3	0	Single-KC	357	normalize_inputs	46
357	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	15	classify_triangle	11/21/2025 21:58:09	11/21/2025 21:58:09	11/21/2025 21:58:25	11/21/2025 21:58:25	correct	0	3	0	Single-KC	358	classify_triangle	46
358	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	15	compute_unknown_by_cosine	11/21/2025 21:58:10	11/21/2025 21:58:10	11/21/2025 21:58:26	11/21/2025 21:58:26	correct	0	3	0	Single-KC	359	compute_unknown_by_cosine	19
359	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	15	backfill_with_sines_if_needed	11/21/2025 21:58:11	11/21/2025 21:58:11	11/21/2025 21:58:27	11/21/2025 21:58:27	correct	0	3	0	Single-KC	360	backfill_with_sines_if_needed	18
360	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	15	consistency_checks	11/21/2025 21:58:12	11/21/2025 21:58:12	11/21/2025 21:58:28	11/21/2025 21:58:28	correct	0	3	0	Single-KC	361	consistency_checks	46
361	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	15	report_solution	11/21/2025 21:58:13	11/21/2025 21:58:13	11/21/2025 21:58:29	11/21/2025 21:58:29	correct	0	3	0	Single-KC	362	report_solution	46
362	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	15	done	11/21/2025 21:58:14	11/21/2025 21:58:14	11/21/2025 21:58:30	11/21/2025 21:58:30	correct	0	3	0	Single-KC	363	done	46
363	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	15	normalize_inputs	11/21/2025 21:58:32	11/21/2025 21:58:32	11/21/2025 21:58:32	11/21/2025 21:58:32	correct	0	1	0	Single-KC	364	normalize_inputs	47
364	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	15	classify_triangle	11/21/2025 21:58:33	11/21/2025 21:58:33	11/21/2025 21:58:33	11/21/2025 21:58:33	correct	0	1	0	Single-KC	365	classify_triangle	47
365	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	15	apply_pythagorean	11/21/2025 21:58:34	11/21/2025 21:58:34	11/21/2025 21:58:34	11/21/2025 21:58:34	correct	0	1	0	Single-KC	366	apply_pythagorean	18
366	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	15	use_trig_ratios	11/21/2025 21:58:35	11/21/2025 21:58:35	11/21/2025 21:58:35	11/21/2025 21:58:35	correct	0	1	0	Single-KC	367	use_trig_ratios	22
367	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	15	consistency_checks	11/21/2025 21:58:36	11/21/2025 21:58:36	11/21/2025 21:58:36	11/21/2025 21:58:36	correct	0	1	0	Single-KC	368	consistency_checks	47
368	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	15	report_solution	11/21/2025 21:58:37	11/21/2025 21:58:37	11/21/2025 21:58:37	11/21/2025 21:58:37	correct	0	1	0	Single-KC	369	report_solution	47
369	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	15	done	11/21/2025 21:58:38	11/21/2025 21:58:38	11/21/2025 21:58:38	11/21/2025 21:58:38	correct	0	1	0	Single-KC	370	done	47
370	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	18	normalize_inputs	11/21/2025 21:58:40	11/21/2025 21:58:40	11/21/2025 21:58:40	11/21/2025 21:58:40	correct	0	1	0	Single-KC	371	normalize_inputs	48
371	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	18	classify_triangle	11/21/2025 21:58:41	11/21/2025 21:58:41	11/21/2025 21:58:41	11/21/2025 21:58:41	correct	0	1	0	Single-KC	372	classify_triangle	48
372	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	18	resolve_ssa_ambiguity	11/21/2025 21:58:42	11/21/2025 21:58:42	11/21/2025 21:58:42	11/21/2025 21:58:42	correct	0	1	0	Single-KC	373	resolve_ssa_ambiguity	19
373	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	18	compute_missing_angles	11/21/2025 21:58:43	11/21/2025 21:58:43	11/21/2025 21:58:43	11/21/2025 21:58:43	correct	0	1	0	Single-KC	374	compute_missing_angles	21
374	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	18	compute_missing_sides	11/21/2025 21:58:44	11/21/2025 21:58:44	11/21/2025 21:58:44	11/21/2025 21:58:44	correct	0	1	0	Single-KC	375	compute_missing_sides	21
375	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	18	consistency_checks	11/21/2025 21:58:45	11/21/2025 21:58:45	11/21/2025 21:58:45	11/21/2025 21:58:45	correct	0	1	0	Single-KC	376	consistency_checks	48
376	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	18	report_solution	11/21/2025 21:58:46	11/21/2025 21:58:46	11/21/2025 21:58:46	11/21/2025 21:58:46	correct	0	1	0	Single-KC	377	report_solution	48
377	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	18	done	11/21/2025 21:58:47	11/21/2025 21:58:47	11/21/2025 21:58:47	11/21/2025 21:58:47	correct	0	1	0	Single-KC	378	done	48
378	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	16	normalize_inputs	11/21/2025 21:58:49	11/21/2025 21:58:49	11/21/2025 21:58:49	11/21/2025 21:58:49	correct	0	1	0	Single-KC	379	normalize_inputs	49
379	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	16	classify_triangle	11/21/2025 21:58:50	11/21/2025 21:58:50	11/21/2025 21:58:50	11/21/2025 21:58:50	correct	0	1	0	Single-KC	380	classify_triangle	49
380	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	16	apply_pythagorean	11/21/2025 21:58:51	11/21/2025 21:58:51	11/21/2025 21:58:51	11/21/2025 21:58:51	correct	0	1	0	Single-KC	381	apply_pythagorean	19
381	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	16	use_trig_ratios	11/21/2025 21:58:52	11/21/2025 21:58:52	11/21/2025 21:58:52	11/21/2025 21:58:52	correct	0	1	0	Single-KC	382	use_trig_ratios	23
382	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	16	consistency_checks	11/21/2025 21:58:53	11/21/2025 21:58:53	11/21/2025 21:58:53	11/21/2025 21:58:53	correct	0	1	0	Single-KC	383	consistency_checks	49
383	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	16	report_solution	11/21/2025 21:58:54	11/21/2025 21:58:54	11/21/2025 21:58:54	11/21/2025 21:58:54	correct	0	1	0	Single-KC	384	report_solution	49
384	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	16	done	11/21/2025 21:58:55	11/21/2025 21:58:55	11/21/2025 21:58:55	11/21/2025 21:58:55	correct	0	1	0	Single-KC	385	done	49
385	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	19	normalize_inputs	11/21/2025 21:58:57	11/21/2025 21:58:57	11/21/2025 21:58:57	11/21/2025 21:58:57	correct	0	1	0	Single-KC	386	normalize_inputs	50
386	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	19	classify_triangle	11/21/2025 21:58:58	11/21/2025 21:58:58	11/21/2025 21:58:58	11/21/2025 21:58:58	correct	0	1	0	Single-KC	387	classify_triangle	50
387	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	19	resolve_ssa_ambiguity	11/21/2025 21:58:59	11/21/2025 21:58:59	11/21/2025 21:58:59	11/21/2025 21:58:59	correct	0	1	0	Single-KC	388	resolve_ssa_ambiguity	20
388	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	19	compute_missing_angles	11/21/2025 21:59:00	11/21/2025 21:59:00	11/21/2025 21:59:00	11/21/2025 21:59:00	correct	0	1	0	Single-KC	389	compute_missing_angles	22
389	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	19	compute_missing_sides	11/21/2025 21:59:01	11/21/2025 21:59:01	11/21/2025 21:59:01	11/21/2025 21:59:01	correct	0	1	0	Single-KC	390	compute_missing_sides	22
390	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	19	consistency_checks	11/21/2025 21:59:02	11/21/2025 21:59:02	11/21/2025 21:59:02	11/21/2025 21:59:02	correct	0	1	0	Single-KC	391	consistency_checks	50
391	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	19	report_solution	11/21/2025 21:59:03	11/21/2025 21:59:03	11/21/2025 21:59:03	11/21/2025 21:59:03	correct	0	1	0	Single-KC	392	report_solution	50
392	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/ASA: A=30, C=60, a=10	19	done	11/21/2025 21:59:04	11/21/2025 21:59:04	11/21/2025 21:59:04	11/21/2025 21:59:04	correct	0	1	0	Single-KC	393	done	50
393	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	17	normalize_inputs	11/21/2025 21:59:06	11/21/2025 21:59:06	11/21/2025 21:59:22	11/21/2025 21:59:22	correct	0	3	0	Single-KC	394	normalize_inputs	51
394	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	17	classify_triangle	11/21/2025 21:59:07	11/21/2025 21:59:07	11/21/2025 21:59:23	11/21/2025 21:59:23	correct	0	3	0	Single-KC	395	classify_triangle	51
395	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	17	apply_pythagorean	11/21/2025 21:59:08	11/21/2025 21:59:08	11/21/2025 21:59:24	11/21/2025 21:59:24	correct	0	3	0	Single-KC	396	apply_pythagorean	20
396	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	17	use_trig_ratios	11/21/2025 21:59:09	11/21/2025 21:59:09	11/21/2025 21:59:25	11/21/2025 21:59:25	correct	0	3	0	Single-KC	397	use_trig_ratios	24
397	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	17	consistency_checks	11/21/2025 21:59:10	11/21/2025 21:59:10	11/21/2025 21:59:26	11/21/2025 21:59:26	correct	0	3	0	Single-KC	398	consistency_checks	51
398	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	17	report_solution	11/21/2025 21:59:11	11/21/2025 21:59:11	11/21/2025 21:59:27	11/21/2025 21:59:27	correct	0	3	0	Single-KC	399	report_solution	51
399	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/Right triangle: a=3, b=4	17	done	11/21/2025 21:59:12	11/21/2025 21:59:12	11/21/2025 21:59:28	11/21/2025 21:59:28	correct	0	3	0	Single-KC	400	done	51
400	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	16	normalize_inputs	11/21/2025 21:59:30	11/21/2025 21:59:30	11/21/2025 21:59:46	11/21/2025 21:59:46	correct	0	3	0	Single-KC	401	normalize_inputs	52
401	b8a65e2a-1e53-4641-b404-d0a85951a8cf	solve_triangle/SAS: a=7, b=8, C=60.	16	classify_triangle	11/21/2025 21:59:31	11/21/2025 21:59:31	11/21/2025 21:59:47	11/21/2025 21:59:47	correct	0	3	0	Single-KC	402	classify_triangle	52
